transaction_id,date,category,subcategory,merchant,amount,type,payment_method,month,year,month_num,notes,month_label,is_overspend
TXN-01088,2023-03-08,Groceries,Groceries,Whole Foods,91.7,Expense,Debit Card,2023-03,2023,3,,Mar 2023,True
TXN-01097,2023-03-08,Dining Out,Dining Out,Chick-fil-A,17.35,Expense,Credit Card,2023-03,2023,3,,Mar 2023,False
TXN-01107,2023-03-08,Entertainment,Entertainment,Steam Games,9.24,Expense,Debit Card,2023-03,2023,3,,Mar 2023,False
TXN-01115,2023-03-09,Subscriptions,Subscriptions,Hulu,15.72,Expense,ACH Transfer,2023-03,2023,3,,Mar 2023,False
TXN-01113,2023-03-11,Subscriptions,Subscriptions,Adobe CC,14.53,Expense,Debit Card,2023-03,2023,3,,Mar 2023,False
TXN-01114,2023-03-11,Subscriptions,Subscriptions,Adobe CC,11.17,Expense,Debit Card,2023-03,2023,3,,Mar 2023,False
TXN-01109,2023-03-12,Entertainment,Entertainment,AMC Theatres,39.33,Expense,Credit Card,2023-03,2023,3,,Mar 2023,False
TXN-01099,2023-03-12,Dining Out,Dining Out,Local Bistro,84.09,Expense,Credit Card,2023-03,2023,3,,Mar 2023,False
TXN-01098,2023-03-12,Dining Out,Dining Out,Panda Express,2.52,Expense,ACH Transfer,2023-03,2023,3,,Mar 2023,False
TXN-01090,2023-03-12,Groceries,Groceries,Whole Foods,68.89,Expense,ACH Transfer,2023-03,2023,3,,Mar 2023,True
TXN-01100,2023-03-15,Transportation,Transportation,City Parking,50.35,Expense,Credit Card,2023-03,2023,3,,Mar 2023,True
TXN-01103,2023-03-17,Transportation,Transportation,Toll Authority,46.8,Expense,Credit Card,2023-03,2023,3,,Mar 2023,True
TXN-01112,2023-03-18,Shopping,Shopping,Amazon,35.82,Expense,ACH Transfer,2023-03,2023,3,,Mar 2023,False
TXN-01101,2023-03-19,Transportation,Transportation,City Parking,38.15,Expense,Debit Card,2023-03,2023,3,,Mar 2023,True
TXN-01093,2023-03-19,Groceries,Groceries,Walmart Grocery,37.67,Expense,Credit Card,2023-03,2023,3,,Mar 2023,True
TXN-01089,2023-03-21,Groceries,Groceries,Kroger,60.16,Expense,Debit Card,2023-03,2023,3,,Mar 2023,True
TXN-01002,2023-03-21,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-03,2023,3,Bi-weekly paycheck,Mar 2023,False
TXN-01104,2023-03-22,Utilities,Utilities,OG&E Electric,80.59,Expense,Debit Card,2023-03,2023,3,,Mar 2023,True
TXN-01108,2023-03-24,Entertainment,Entertainment,Bowling Alley,36.4,Expense,Cash,2023-03,2023,3,,Mar 2023,False
TXN-01106,2023-03-24,Healthcare,Healthcare,OU Medical,78.6,Expense,Credit Card,2023-03,2023,3,,Mar 2023,False
TXN-01091,2023-03-25,Groceries,Groceries,Trader Joe's,62.52,Expense,Credit Card,2023-03,2023,3,,Mar 2023,True
TXN-01094,2023-03-25,Dining Out,Dining Out,Panda Express,36.28,Expense,ACH Transfer,2023-03,2023,3,,Mar 2023,False
TXN-01116,2023-03-29,Subscriptions,Subscriptions,YouTube Premium,12.36,Expense,ACH Transfer,2023-03,2023,3,,Mar 2023,False
TXN-01110,2023-03-30,Shopping,Shopping,Best Buy,84.59,Expense,Debit Card,2023-03,2023,3,,Mar 2023,False
TXN-01127,2023-04-03,Dining Out,Dining Out,Chick-fil-A,10.9,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01120,2023-04-04,Groceries,Groceries,Kroger,110.99,Expense,ACH Transfer,2023-04,2023,4,,Apr 2023,True
TXN-01140,2023-04-04,Entertainment,Entertainment,AMC Theatres,30.6,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01139,2023-04-04,Entertainment,Entertainment,Local Gym,31.11,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01124,2023-04-04,Groceries,Groceries,Walmart Grocery,38.13,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01134,2023-04-06,Transportation,Transportation,Shell Gas,34.43,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01145,2023-04-07,Subscriptions,Subscriptions,YouTube Premium,11.72,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01131,2023-04-10,Dining Out,Dining Out,Olive Garden,30.93,Expense,Credit Card,2023-04,2023,4,,Apr 2023,True
TXN-01141,2023-04-10,Entertainment,Entertainment,AMC Theatres,15.09,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01122,2023-04-11,Groceries,Groceries,Whole Foods,59.69,Expense,Credit Card,2023-04,2023,4,,Apr 2023,True
TXN-01135,2023-04-11,Transportation,Transportation,Uber,37.51,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01119,2023-04-12,Groceries,Groceries,Walmart Grocery,59.13,Expense,Credit Card,2023-04,2023,4,,Apr 2023,True
TXN-01143,2023-04-13,Subscriptions,Subscriptions,Netflix,16.08,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01129,2023-04-14,Dining Out,Dining Out,Chick-fil-A,35.97,Expense,Credit Card,2023-04,2023,4,,Apr 2023,True
TXN-01138,2023-04-14,Entertainment,Entertainment,Local Gym,33.77,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01130,2023-04-14,Dining Out,Dining Out,Olive Garden,7.19,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01146,2023-04-15,Subscriptions,Subscriptions,Hulu,15.35,Expense,ACH Transfer,2023-04,2023,4,,Apr 2023,False
TXN-01148,2023-04-17,Savings,Savings,Vanguard Transfer,500.0,Expense,ACH Transfer,2023-04,2023,4,,Apr 2023,False
TXN-01142,2023-04-19,Shopping,Shopping,Nike,50.22,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01132,2023-04-19,Dining Out,Dining Out,Olive Garden,40.97,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01003,2023-04-20,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-04,2023,4,Bi-weekly paycheck,Apr 2023,False
TXN-01126,2023-04-21,Dining Out,Dining Out,Starbucks,44.7,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01128,2023-04-23,Dining Out,Dining Out,Panda Express,43.78,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01147,2023-04-24,Subscriptions,Subscriptions,YouTube Premium,16.82,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01136,2023-04-24,Utilities,Utilities,OG&E Electric,83.51,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01125,2023-04-25,Groceries,Groceries,Aldi,46.55,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01144,2023-04-27,Subscriptions,Subscriptions,YouTube Premium,14.98,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01123,2023-04-28,Groceries,Groceries,Walmart Grocery,65.67,Expense,Credit Card,2023-04,2023,4,,Apr 2023,True
TXN-01133,2023-04-29,Transportation,Transportation,BP Gas,57.32,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01137,2023-04-29,Healthcare,Healthcare,Dentist Office,83.94,Expense,Credit Card,2023-04,2023,4,,Apr 2023,False
TXN-01118,2023-04-29,Housing,Housing,Metro Property Mgmt,1400.0,Expense,Debit Card,2023-04,2023,4,,Apr 2023,False
TXN-01121,2023-04-29,Groceries,Groceries,Aldi,77.74,Expense,Debit Card,2023-04,2023,4,,Apr 2023,True
TXN-01151,2023-05-03,Groceries,Groceries,Trader Joe's,52.03,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01180,2023-05-03,Savings,Savings,Ally Bank Savings,500.0,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01171,2023-05-04,Entertainment,Entertainment,Concert Hall,28.47,Expense,ACH Transfer,2023-05,2023,5,,May 2023,True
TXN-01174,2023-05-06,Shopping,Shopping,Amazon,56.86,Expense,ACH Transfer,2023-05,2023,5,,May 2023,False
TXN-01157,2023-05-07,Dining Out,Dining Out,Panda Express,27.06,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01149,2023-05-07,Housing,Housing,River Bend Rentals,1400.0,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01167,2023-05-07,Utilities,Utilities,City Water Dept,78.77,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01158,2023-05-08,Dining Out,Dining Out,Chipotle,28.71,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01150,2023-05-08,Groceries,Groceries,Walmart Grocery,13.89,Expense,Debit Card,2023-05,2023,5,,May 2023,False
TXN-01153,2023-05-10,Groceries,Groceries,Whole Foods,67.54,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01152,2023-05-11,Groceries,Groceries,Walmart Grocery,62.15,Expense,Cash,2023-05,2023,5,,May 2023,False
TXN-01177,2023-05-11,Subscriptions,Subscriptions,Spotify,13.1,Expense,ACH Transfer,2023-05,2023,5,,May 2023,True
TXN-01161,2023-05-12,Dining Out,Dining Out,Olive Garden,13.05,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01166,2023-05-12,Transportation,Transportation,Lyft,61.58,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01162,2023-05-13,Dining Out,Dining Out,Local Bistro,42.99,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01169,2023-05-13,Entertainment,Entertainment,Local Gym,36.36,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01154,2023-05-15,Groceries,Groceries,Trader Joe's,38.05,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01175,2023-05-16,Shopping,Shopping,Amazon,45.3,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01165,2023-05-18,Transportation,Transportation,Toll Authority,38.05,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01170,2023-05-18,Entertainment,Entertainment,Bowling Alley,25.97,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01178,2023-05-18,Subscriptions,Subscriptions,Adobe CC,43.25,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01163,2023-05-19,Transportation,Transportation,Toll Authority,48.64,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01004,2023-05-19,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-05,2023,5,Bi-weekly paycheck,May 2023,False
TXN-01160,2023-05-19,Dining Out,Dining Out,Chick-fil-A,55.98,Expense,ACH Transfer,2023-05,2023,5,,May 2023,True
TXN-01172,2023-05-22,Entertainment,Entertainment,Local Gym,46.82,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01168,2023-05-22,Healthcare,Healthcare,Dentist Office,144.98,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01164,2023-05-22,Transportation,Transportation,Shell Gas,49.96,Expense,Credit Card,2023-05,2023,5,,May 2023,True
TXN-01176,2023-05-24,Subscriptions,Subscriptions,Spotify,14.58,Expense,ACH Transfer,2023-05,2023,5,,May 2023,True
TXN-01159,2023-05-25,Dining Out,Dining Out,Starbucks,39.3,Expense,ACH Transfer,2023-05,2023,5,,May 2023,True
TXN-01156,2023-05-28,Groceries,Groceries,Kroger,56.34,Expense,ACH Transfer,2023-05,2023,5,,May 2023,False
TXN-01179,2023-05-28,Subscriptions,Subscriptions,Hulu,11.94,Expense,Debit Card,2023-05,2023,5,,May 2023,True
TXN-01155,2023-05-28,Groceries,Groceries,Kroger,57.55,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01173,2023-05-29,Shopping,Shopping,TJ Maxx,35.26,Expense,Credit Card,2023-05,2023,5,,May 2023,False
TXN-01186,2023-06-01,Groceries,Groceries,Walmart Grocery,43.33,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01191,2023-06-03,Dining Out,Dining Out,Olive Garden,20.75,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01198,2023-06-04,Utilities,Utilities,City Water Dept,86.03,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01199,2023-06-04,Healthcare,Healthcare,CVS Pharmacy,97.25,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01209,2023-06-04,Subscriptions,Subscriptions,Netflix,13.68,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01203,2023-06-06,Shopping,Shopping,Nike,54.37,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01196,2023-06-06,Transportation,Transportation,Shell Gas,67.07,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01193,2023-06-08,Dining Out,Dining Out,Local Bistro,35.14,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01189,2023-06-08,Dining Out,Dining Out,Starbucks,29.25,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01181,2023-06-09,Housing,Housing,Oakwood Apartments,1400.0,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01204,2023-06-09,Shopping,Shopping,Target,90.19,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01188,2023-06-10,Groceries,Groceries,Trader Joe's,45.64,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01194,2023-06-11,Transportation,Transportation,Uber,31.6,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01182,2023-06-11,Groceries,Groceries,Whole Foods,50.06,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01187,2023-06-12,Groceries,Groceries,Aldi,43.44,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01190,2023-06-12,Dining Out,Dining Out,Chipotle,24.11,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01202,2023-06-13,Entertainment,Entertainment,Bowling Alley,21.75,Expense,Cash,2023-06,2023,6,,Jun 2023,False
TXN-01208,2023-06-14,Subscriptions,Subscriptions,Hulu,14.38,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01183,2023-06-14,Groceries,Groceries,Kroger,75.83,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01184,2023-06-15,Groceries,Groceries,Kroger,15.11,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01197,2023-06-16,Transportation,Transportation,Uber,32.54,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01201,2023-06-18,Entertainment,Entertainment,Steam Games,21.54,Expense,ACH Transfer,2023-06,2023,6,,Jun 2023,False
TXN-01005,2023-06-21,Income,Salary,Employer Direct Deposit,4500.0,Income,ACH Transfer,2023-06,2023,6,Bi-weekly paycheck,Jun 2023,False
TXN-01200,2023-06-21,Entertainment,Entertainment,Local Gym,23.76,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01210,2023-06-22,Savings,Savings,Ally Bank Savings,500.0,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01207,2023-06-22,Subscriptions,Subscriptions,Hulu,19.6,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01195,2023-06-23,Transportation,Transportation,Toll Authority,44.25,Expense,Debit Card,2023-06,2023,6,,Jun 2023,False
TXN-01185,2023-06-25,Groceries,Groceries,Walmart Grocery,33.89,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01206,2023-06-25,Subscriptions,Subscriptions,Netflix,14.04,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01192,2023-06-26,Dining Out,Dining Out,Panda Express,38.33,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01205,2023-06-28,Shopping,Shopping,Nike,16.13,Expense,Credit Card,2023-06,2023,6,,Jun 2023,False
TXN-01223,2023-07-01,Transportation,Transportation,BP Gas,60.72,Expense,Credit Card,2023-07,2023,7,,Jul 2023,True
TXN-01221,2023-07-01,Dining Out,Dining Out,Starbucks,61.5,Expense,Debit Card,2023-07,2023,7,,Jul 2023,False
TXN-01220,2023-07-01,Dining Out,Dining Out,Olive Garden,40.56,Expense,Credit Card,2023-07,2023,7,,Jul 2023,False
TXN-01228,2023-07-02,Entertainment,Entertainment,AMC Theatres,32.69,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01233,2023-07-02,Shopping,Shopping,Target,63.13,Expense,Credit Card,2023-07,2023,7,,Jul 2023,False
TXN-01224,2023-07-02,Transportation,Transportation,Shell Gas,100.23,Expense,Credit Card,2023-07,2023,7,,Jul 2023,True
TXN-01217,2023-07-03,Groceries,Groceries,Kroger,73.84,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01232,2023-07-04,Shopping,Shopping,Amazon,74.6,Expense,ACH Transfer,2023-07,2023,7,,Jul 2023,False
TXN-01235,2023-07-04,Subscriptions,Subscriptions,Microsoft 365,18.59,Expense,ACH Transfer,2023-07,2023,7,,Jul 2023,True
TXN-01214,2023-07-06,Groceries,Groceries,Trader Joe's,50.81,Expense,ACH Transfer,2023-07,2023,7,,Jul 2023,True
TXN-01238,2023-07-08,Subscriptions,Subscriptions,Microsoft 365,14.07,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01225,2023-07-12,Transportation,Transportation,Toll Authority,56.26,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01234,2023-07-12,Subscriptions,Subscriptions,YouTube Premium,14.93,Expense,Cash,2023-07,2023,7,,Jul 2023,True
TXN-01215,2023-07-15,Groceries,Groceries,Walmart Grocery,48.02,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01236,2023-07-15,Subscriptions,Subscriptions,Spotify,17.41,Expense,Debit Card,2023-07,2023,7,,Jul 2023,True
TXN-01231,2023-07-17,Entertainment,Entertainment,Concert Hall,24.23,Expense,Credit Card,2023-07,2023,7,,Jul 2023,True
